city,year,month,avg_temp_c,precipitation_mm,sunshine_hours,humidity_pct,pressure_hpa,wind_speed_ms,evapotranspiration_mm,soil_temp_c,soil_moisture_m3m3,country,region
Thailand/khon_kaen,2013,12,22.3,0.0,10.350269444444445,64,993.5,7.2,4.07,23.9,0.182,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,22.7,0.0,10.353222222222222,62,993.2,7.4,3.97,24.8,0.18,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,23.0,0.0,10.12001388888889,65,993.2,7.6,4.03,24.7,0.178,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,23.8,0.0,10.285105555555555,64,993.2,8.2,3.97,25.6,0.177,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,24.7,0.0,10.126138888888889,67,993.8,6.7,3.7,26.2,0.176,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,25.1,0.0,7.557636111111112,63,993.8,7.0,3.59,26.8,0.174,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,24.8,0.3,10.085594444444444,67,992.6,9.2,3.39,26.7,0.174,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.4,16.4,0.0,86,993.9,14.7,0.9,21.0,0.292,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,16.6,0.9,9.056755555555556,70,996.2,10.7,2.76,19.6,0.334,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.0,0.0,10.441513888888888,61,996.9,9.3,3.62,19.6,0.307,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.3,0.0,10.285308333333333,54,998.3,11.6,3.38,19.7,0.287,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,16.9,0.0,10.516283333333334,59,999.2,9.5,3.68,19.5,0.273,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,16.7,0.0,10.59013611111111,57,1000.5,10.6,3.9,19.3,0.26,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,16.6,0.0,10.420541666666665,59,1000.7,10.0,3.46,19.0,0.249,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.9,0.0,10.563455555555556,66,999.2,7.6,3.59,19.9,0.24,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,18.8,0.0,10.632597222222222,63,1000.0,9.1,3.8,20.6,0.232,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.9,0.0,10.657975,61,999.6,9.6,3.81,20.2,0.224,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.7,0.0,10.667286111111112,61,998.8,8.6,3.84,19.8,0.217,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.7,0.0,10.676733333333333,58,999.9,10.4,3.93,19.9,0.211,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.3,0.0,10.686291666666667,61,999.2,9.2,3.73,19.7,0.206,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,17.7,0.0,10.695930555555556,62,998.9,9.0,3.72,19.9,0.201,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,18.1,0.0,10.705627777777778,61,999.4,9.1,3.84,20.1,0.197,Thailand,khon_kaen
Thailand/khon_kaen,2013,12,18.6,0.0,10.71535,59,999.7,8.8,3.88,20.7,0.194,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,19.0,0.0,10.725074999999999,61,997.9,7.3,3.78,21.0,0.19,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,21.1,0.0,10.734772222222222,63,995.8,4.3,3.58,22.2,0.187,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,23.3,0.0,10.744416666666668,63,994.6,4.2,3.92,23.6,0.185,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,22.9,0.0,10.753977777777777,67,995.6,9.2,4.12,24.4,0.182,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,21.7,0.0,10.76346388888889,59,995.2,7.7,4.08,24.0,0.179,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,22.3,0.0,10.773083333333332,66,993.8,4.7,3.82,24.1,0.177,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,24.7,0.0,10.782861111111112,64,993.6,3.5,3.87,25.4,0.175,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,25.1,0.0,10.792774999999999,66,994.5,6.0,3.92,26.3,0.174,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,24.6,0.0,10.802805555555555,61,995.9,12.3,4.6,26.2,0.172,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,22.9,0.0,10.322977777777778,60,998.2,11.0,4.27,25.2,0.171,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,22.7,0.0,10.823127777777778,63,998.6,9.0,4.25,25.1,0.17,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,23.0,0.0,10.433519444444444,62,998.9,11.3,4.07,24.8,0.169,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,22.0,0.0,10.843655555555557,56,998.8,13.0,4.75,24.5,0.169,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,18.8,0.0,10.853944444444444,53,1000.3,11.4,4.36,22.5,0.168,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,17.9,0.0,10.864225,50,1000.9,10.1,4.35,21.4,0.167,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,18.4,0.0,10.874472222222222,53,1000.7,8.6,4.3,21.3,0.167,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,19.7,0.0,10.88466388888889,57,1000.3,10.5,4.46,21.9,0.166,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,19.6,0.0,10.894783333333333,55,1002.9,14.3,4.72,22.1,0.166,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,18.5,0.0,10.904808333333333,54,1003.0,10.0,4.28,21.6,0.166,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,19.6,0.0,10.914716666666667,56,1001.2,10.9,4.48,21.8,0.165,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,19.3,0.0,10.924486111111111,47,1002.5,14.8,5.08,22.1,0.165,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,17.4,0.0,10.934102777777778,47,1002.7,11.8,4.62,20.7,0.165,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,17.1,0.0,10.943538888888888,53,1000.5,8.3,4.2,20.3,0.164,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,18.5,0.0,10.952777777777778,52,996.6,5.0,4.0,21.1,0.164,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,20.9,0.0,10.961813888888889,52,994.6,4.2,4.25,22.2,0.164,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,21.4,0.0,10.97076388888889,60,996.7,8.8,4.51,23.5,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,21.8,0.0,10.979644444444444,58,997.5,9.3,4.63,23.9,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,22.0,0.0,10.98845,60,996.4,7.2,4.52,24.4,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,22.8,0.0,10.997172222222222,60,997.0,8.0,4.63,25.0,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,23.2,0.0,11.0,54,997.6,8.8,4.81,25.3,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,1,22.6,0.0,11.0,56,996.8,6.2,4.51,25.3,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,23.9,0.0,11.0,58,994.4,3.6,4.3,25.8,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,25.4,0.0,11.0,57,991.4,5.3,4.62,26.9,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,26.1,0.0,11.0,57,988.9,5.9,4.9,27.7,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,26.4,0.0,11.0,52,988.4,4.6,4.59,28.2,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,27.4,0.0,11.0,57,989.0,7.1,4.53,28.9,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,27.4,0.0,11.0,59,989.3,7.4,4.98,29.3,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,27.7,0.0,11.0,56,989.2,7.7,4.8,29.5,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,27.7,0.0,11.0,55,988.8,9.2,4.67,29.3,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,27.6,0.0,11.0,53,989.0,7.6,5.3,29.6,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,27.1,0.0,11.0,51,989.9,7.4,5.24,29.5,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,23.3,0.0,9.714888888888888,53,992.7,12.2,5.15,27.4,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,23.3,0.0,11.0,57,992.6,6.6,4.45,27.1,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,24.8,0.0,11.0,60,994.4,8.0,4.01,27.3,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,21.7,0.0,11.0,53,996.6,10.8,4.29,25.6,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,22.7,0.0,11.0,58,995.4,6.9,4.32,26.0,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,25.3,0.0,10.754216666666666,61,994.3,5.5,4.16,27.4,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,27.2,0.0,10.995305555555555,59,994.7,6.4,4.27,28.8,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,28.2,0.0,11.0,59,993.7,7.3,4.48,29.7,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,24.1,0.3,11.0,56,994.6,15.7,4.79,27.4,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,18.6,0.5,7.6882722222222215,51,999.6,11.9,3.82,23.0,0.165,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,21.8,0.0,11.0,55,999.2,6.6,4.29,24.9,0.166,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,24.4,0.0,11.0,62,996.7,5.2,4.85,26.8,0.165,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,25.9,0.0,11.0,57,996.0,6.6,5.04,28.1,0.164,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,26.7,0.0,11.04743888888889,54,995.5,6.0,5.11,29.1,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,28.0,0.0,11.042047222222223,52,994.8,6.1,4.83,29.9,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,28.4,0.0,11.036575,53,993.7,6.0,4.98,30.4,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,28.4,0.0,11.031052777777777,53,994.6,6.9,5.27,31.0,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,2,29.2,0.0,11.025463888888888,53,993.5,6.7,4.63,31.1,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,29.7,0.0,11.087069444444444,52,992.8,6.4,5.59,31.8,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.2,0.0,11.148513888888889,49,991.4,6.3,5.49,32.2,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.5,0.0,11.209808333333333,46,991.5,8.1,6.01,32.3,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.6,0.0,11.20393611111111,44,992.9,5.6,5.81,32.8,0.16,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,29.8,0.0,11.26506388888889,46,993.0,5.1,5.22,32.1,0.16,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,29.8,0.0,11.259152777777777,47,992.4,8.0,5.96,32.1,0.16,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,29.7,0.0,11.253191666666666,47,993.4,8.0,6.0,32.2,0.16,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.0,0.0,11.313986111111111,49,993.8,8.2,5.86,32.3,0.16,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.1,0.0,11.30778888888889,49,993.5,6.0,5.48,32.6,0.16,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,28.5,0.1,11.301505555555556,57,994.8,9.3,5.18,31.8,0.161,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,28.5,0.1,11.161669444444446,59,995.5,5.8,4.72,31.8,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,29.9,0.0,11.422169444444444,56,993.3,6.7,5.51,32.3,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.4,0.0,11.482338888888888,53,992.5,6.3,4.98,32.7,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.2,0.1,11.409119444444444,54,993.7,9.9,5.76,32.6,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,27.2,0.0,10.072655555555555,56,996.6,10.4,5.12,30.9,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,29.0,0.0,11.062933333333334,54,996.3,6.5,5.63,32.1,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,29.2,0.0,8.541913888888889,56,995.3,7.0,4.65,32.1,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.5,0.0,11.516088888888888,57,993.7,4.0,5.34,33.7,0.162,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,31.4,0.1,11.642722222222224,53,991.3,7.4,6.27,34.0,0.163,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.9,3.5,11.711883333333333,59,991.4,6.8,5.89,34.2,0.176,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,27.3,6.1,9.629802777777778,70,991.7,10.8,3.95,30.0,0.257,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,24.1,0.0,7.646461111111111,63,994.9,14.3,4.1,27.5,0.273,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,25.0,0.0,7.444822222222222,62,996.4,10.3,4.27,27.6,0.257,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,25.7,0.0,11.422561111111111,61,995.5,8.8,4.66,28.3,0.239,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,27.4,0.0,11.788013888888889,60,993.4,5.1,5.32,29.8,0.223,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,29.0,0.0,11.800352777777777,60,991.7,3.9,5.14,31.1,0.208,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,30.0,0.0,11.812677777777777,57,990.6,5.0,5.0,32.1,0.197,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,31.1,0.0,11.825111111111111,55,990.1,8.1,6.29,33.0,0.189,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,31.5,0.0,11.83763888888889,51,990.0,9.0,6.42,33.6,0.181,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,31.6,0.0,11.850233333333332,49,989.4,10.1,6.58,33.5,0.176,Thailand,khon_kaen
Thailand/khon_kaen,2014,3,32.2,0.0,11.862880555555556,46,988.6,9.6,6.98,34.2,0.172,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,32.8,0.0,11.875558333333334,43,988.0,7.9,6.45,34.6,0.169,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,31.3,0.1,11.888247222222223,54,989.1,9.8,6.15,34.3,0.169,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,31.0,2.3,11.900930555555556,56,990.6,6.5,5.62,34.2,0.181,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,27.8,2.6,11.661972222222222,70,993.7,7.6,4.18,31.8,0.202,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,27.3,0.8,10.500675,71,994.0,5.6,4.13,30.8,0.206,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,28.2,2.1,10.742383333333335,69,993.9,3.7,4.79,31.5,0.211,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,28.1,3.9,11.951188888888888,68,993.1,4.9,4.79,31.0,0.232,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,29.0,0.3,11.963536111111113,61,992.4,6.1,5.27,31.5,0.235,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,30.4,0.0,11.975755555555557,54,991.7,7.1,5.96,32.6,0.218,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,30.8,0.4,11.987830555555556,54,991.6,6.3,5.7,33.1,0.204,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,30.4,1.6,11.999736111111112,58,991.2,6.1,5.38,33.0,0.209,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,29.3,3.7,12.0,68,991.0,4.3,4.92,32.5,0.235,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,29.4,5.5,12.0,72,991.6,3.3,5.15,32.3,0.282,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,28.5,0.9,11.257483333333335,75,993.0,3.5,4.31,31.4,0.321,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,28.7,5.9,11.389780555555555,76,992.8,2.6,4.62,31.5,0.327,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,28.6,1.2,12.0,74,991.4,4.4,4.69,31.2,0.327,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,29.7,0.6,12.0,66,990.3,5.5,5.22,31.6,0.296,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,30.0,2.3,11.699841666666666,69,991.0,5.2,5.32,32.2,0.283,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,30.0,2.1,10.582138888888888,70,990.2,6.6,4.82,31.9,0.287,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,30.7,1.4,12.0,65,989.6,7.2,5.33,32.2,0.284,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,30.7,0.2,12.0,64,990.7,6.6,5.48,32.4,0.277,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,31.5,0.3,12.0,59,991.4,4.4,5.45,33.3,0.25,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,32.4,0.4,12.0,55,990.3,9.4,6.54,33.8,0.23,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,30.8,2.6,10.927175,66,989.2,8.5,5.45,33.4,0.222,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,31.4,0.2,12.0,61,990.2,8.4,6.05,33.2,0.236,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,32.3,0.0,12.0,55,990.4,5.3,6.01,34.2,0.216,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,29.6,9.1,9.886716666666667,69,991.0,6.2,4.71,32.5,0.253,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,27.6,7.0,9.454102777777777,78,993.0,8.2,3.92,30.5,0.329,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,25.4,10.0,1.184475,88,992.8,5.6,1.76,28.0,0.378,Thailand,khon_kaen
Thailand/khon_kaen,2014,4,27.0,1.6,11.290125,80,991.5,4.2,4.05,29.1,0.34,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,27.9,4.6,10.9874,78,991.1,4.6,4.4,30.0,0.341,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,26.3,9.6,5.71793888888889,85,992.4,5.6,2.79,28.4,0.379,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,26.8,9.5,10.6873,83,993.0,3.8,4.08,29.2,0.387,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,28.0,0.0,12.0,78,992.2,2.7,4.7,30.1,0.368,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,29.1,0.5,12.0,72,991.7,4.9,5.32,30.9,0.331,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,27.5,0.1,9.569069444444445,69,994.0,9.0,4.69,29.7,0.314,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,27.4,5.3,8.357425,78,993.2,3.6,3.81,29.5,0.318,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,28.7,0.5,12.0,73,991.4,5.7,5.24,30.4,0.318,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,29.3,1.1,12.0,69,990.0,11.4,5.68,30.7,0.299,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.8,0.0,12.12748611111111,59,989.1,12.9,6.99,31.5,0.285,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,31.1,0.1,12.0,57,989.5,11.3,6.59,32.2,0.258,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,31.1,1.1,12.0,63,989.4,7.5,5.89,32.8,0.241,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,29.7,2.9,11.788102777777777,72,989.4,8.7,4.91,31.7,0.274,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,29.4,0.0,6.084733333333333,67,988.4,8.2,4.03,31.1,0.267,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,31.3,0.3,11.954369444444445,60,986.5,9.7,5.95,32.4,0.249,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.5,4.4,11.360788888888887,64,987.4,6.7,5.37,32.5,0.251,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.1,3.9,10.315566666666667,70,989.0,7.9,5.1,32.0,0.305,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.1,2.5,11.505263888888889,69,990.2,7.9,5.15,32.1,0.312,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,29.4,0.2,11.31128611111111,71,990.7,5.1,4.93,31.7,0.301,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.6,2.5,12.0,63,989.6,8.4,5.92,32.4,0.278,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,31.3,0.0,12.103297222222222,57,988.3,10.5,6.46,32.6,0.271,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,31.6,0.2,12.101011111111111,54,987.3,13.4,7.12,33.2,0.243,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,31.8,0.2,12.027624999999999,54,988.5,11.6,6.93,33.6,0.223,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,32.3,0.7,12.096444444444444,52,990.1,9.1,6.81,34.3,0.207,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,32.5,1.1,12.0,54,991.0,7.0,6.09,34.6,0.201,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.0,9.7,11.209380555555555,70,991.7,5.6,5.0,33.2,0.268,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.1,3.8,12.0,72,990.8,7.2,5.39,32.8,0.296,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,28.8,7.4,8.410158333333333,76,990.3,6.5,3.74,31.2,0.336,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.0,2.2,10.786783333333332,69,989.1,7.8,5.1,31.9,0.325,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.1,1.2,10.642233333333333,71,987.7,5.5,5.09,32.0,0.312,Thailand,khon_kaen
Thailand/khon_kaen,2014,5,30.2,4.9,12.079441666666666,66,988.1,7.1,5.32,31.9,0.327,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,29.6,7.8,12.148719444444444,72,989.3,3.9,5.33,32.0,0.349,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,30.2,2.6,12.146222222222223,71,988.5,6.0,5.39,32.1,0.346,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,30.7,0.7,12.215702777777777,65,986.1,9.6,5.76,32.6,0.304,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,30.5,4.6,12.0,68,985.3,9.8,5.74,32.7,0.288,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,31.1,0.0,12.0,60,985.0,11.2,6.14,32.4,0.309,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,29.8,2.4,7.992405555555555,69,985.8,10.2,4.63,31.8,0.285,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,29.5,2.0,9.249077777777778,67,986.1,10.0,4.38,31.0,0.298,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,29.9,0.1,6.693697222222222,63,986.2,10.7,4.01,30.9,0.29,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,28.7,3.5,7.8694,72,985.9,11.5,3.8,30.0,0.288,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,30.3,0.3,10.120972222222223,65,985.3,11.6,5.52,31.4,0.277,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,30.8,0.0,8.90525,62,984.4,11.5,5.16,31.8,0.258,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,28.3,5.6,6.292338888888889,78,983.5,10.5,3.68,30.3,0.278,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,28.8,4.7,6.028136111111111,71,984.0,10.0,3.79,30.0,0.301,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,27.5,10.4,6.7969277777777775,80,986.5,13.2,3.57,29.0,0.348,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,28.5,2.2,12.04398611111111,75,987.2,10.0,4.8,29.8,0.359,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,28.7,1.2,11.300138888888888,73,986.3,12.5,4.85,30.3,0.325,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,29.3,0.2,11.072366666666666,67,986.7,12.7,5.18,30.6,0.305,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,27.6,2.3,1.5753055555555557,78,988.0,12.3,2.7,29.1,0.293,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,29.2,1.2,10.553205555555556,68,988.0,11.4,5.03,29.9,0.316,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,29.4,4.7,11.179144444444445,67,987.9,11.7,5.38,30.7,0.309,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,30.0,0.6,12.39493888888889,66,988.8,11.9,5.74,31.0,0.319,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,28.2,6.2,4.392658333333333,77,988.5,10.8,3.37,29.5,0.334,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,27.2,4.2,0.9123583333333333,79,986.7,11.1,2.37,28.3,0.344,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,27.4,5.8,4.151708333333334,78,985.7,11.4,3.22,28.0,0.372,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,28.9,0.2,11.388647222222222,68,987.6,13.6,5.27,29.7,0.332,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,27.3,2.6,7.896725,75,990.9,13.0,3.76,28.7,0.327,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,28.8,0.0,12.456897222222223,69,990.1,12.2,5.45,30.0,0.305,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,30.1,1.6,11.114136111111112,65,987.0,10.8,5.9,31.1,0.286,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,29.1,6.4,8.391225,70,986.1,5.8,3.83,30.6,0.306,Thailand,khon_kaen
Thailand/khon_kaen,2014,6,27.1,41.3,4.149147222222222,83,987.7,7.4,2.47,28.5,0.407,Thailand,khon_kaen
Thailand/khon_kaen,2014,7,27.8,2.8,5.0,76,989.7,8.2,2.62,28.4,0.39,Thailand,khon_kaen
Thailand/khon_kaen,2014,7,28.7,0.1,12.233197222222223,71,989.3,8.3,4.98,29.6,0.366,Thailand,khon_kaen
Thailand/khon_kaen,2014,7,29.5,0.2,12.015477777777779,68,986.8,9.6,5.69,30.5,0.339,Thailand,khon_kaen
Thailand/khon_kaen,2014,7,30.0,4.3,12.014875,67,985.8,8.1,5.68,31.2,0.324,Thailand,khon_kaen
Thailand/khon_kaen,2014,7,29.9,2.5,12.0,69,986.4,9.0,5.33,31.0,0.338,Thailand,khon_kaen
Thailand/khon_kaen,2014,7,30.2,0.8,11.803961111111112,67,987.0,8.7,5.38,31.1,0.327,Thailand,khon_kaen
